queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
386,A_SHARE,A股,A_SHARE:立高食品,300973,立高食品,立高食品,70.14,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
387,A_SHARE,A股,A_SHARE:涪陵榨菜,002507,涪陵榨菜,涪陵榨菜,70.13,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
388,A_SHARE,A股,A_SHARE:当升科技,300073,当升科技,当升科技,70.13,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
389,A_SHARE,A股,A_SHARE:创维数字,000810,创维数字,创维数字,70.08,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
390,A_SHARE,A股,A_SHARE:东信和平,002017,东信和平,东信和平,70.07,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
391,A_SHARE,A股,A_SHARE:易思维(杭州)科技股份有限公司,688816,易思维,易思维(杭州)科技股份有限公司,70.07,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
392,A_SHARE,A股,A_SHARE:华森制药,002907,华森制药,华森制药,70.05,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
393,A_SHARE,A股,A_SHARE:长城汽车股份有限公司,601633,长城汽车,长城汽车股份有限公司,70.04,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
394,A_SHARE,A股,A_SHARE:广州酒家集团股份有限公司,603043,广州酒家,广州酒家集团股份有限公司,70.03,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
395,A_SHARE,A股,A_SHARE:龙迅半导体(合肥)股份有限公司,688486,龙迅股份,龙迅半导体(合肥)股份有限公司,70.00,advance_to_deep_review,triage_score>=65,,2,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
396,A_SHARE,A股,A_SHARE:国家电投集团水电股份有限公司,600292,电投水电,国家电投集团水电股份有限公司,69.98,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
397,A_SHARE,A股,A_SHARE:广和通,300638,广和通,广和通,69.97,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
398,A_SHARE,A股,A_SHARE:上海城地香江数据科技股份有限公司,603887,城地香江,上海城地香江数据科技股份有限公司,69.95,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
399,A_SHARE,A股,A_SHARE:江西天新药业股份有限公司,603235,天新药业,江西天新药业股份有限公司,69.92,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
400,A_SHARE,A股,A_SHARE:德方纳米,300769,德方纳米,德方纳米,69.90,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
401,A_SHARE,A股,A_SHARE:军信股份,301109,军信股份,军信股份,69.90,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
402,A_SHARE,A股,A_SHARE:京泉华,002885,京泉华,京泉华,69.87,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
403,A_SHARE,A股,A_SHARE:维信诺,002387,维信诺,维信诺,69.84,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T18:03:32+00:00
