queue_rank,market_type,market_label,company_key,representative_security_code,security_name,listed_company_name,triage_score,triage_decision,deep_review_trigger,challenge_reason,priority,review_status,required_source_standard,next_action,source_scoring_model_version,queued_at_utc
1973,HONG_KONG,港股,HONG_KONG:KYG4594A1040,09906,HONLIV HEALTH,HONLIV HEALTH,68.52,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1974,USA,美股,USA:1326160,DUK,Duke Energy Corporation (Holding Company) Common Stock,Duke Energy Corporation (Holding Company) Common Stock,68.52,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1975,USA,美股,USA:1785279,MGX,"Metagenomi Therapeutics, Inc. - Common Stock","Metagenomi Therapeutics, Inc. - Common Stock",68.52,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1976,USA,美股,USA:1421642,MSLE,Satellos Bioscience Inc. - Common Stock,Satellos Bioscience Inc. - Common Stock,68.52,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1977,USA,美股,USA:1823878,MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock","PLAYSTUDIOS, Inc.  - Class A Common Stock",68.52,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1978,USA,美股,USA:1509261,RZLT,"Rezolute, Inc. - Common Stock (NV)","Rezolute, Inc. - Common Stock (NV)",68.52,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1979,A_SHARE,A股,A_SHARE:广联达,002410,广联达,广联达,68.51,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1980,USA,美股,USA:1385818,AYTU,"Aytu BioPharma, Inc.  - Common Stock","Aytu BioPharma, Inc.  - Common Stock",68.51,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1981,USA,美股,USA:1672619,ELVN,"Enliven Therapeutics, Inc.  - Common Stock","Enliven Therapeutics, Inc.  - Common Stock",68.51,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1982,USA,美股,USA:1116463,OSUR,"OraSure Technologies, Inc. - Common Stock","OraSure Technologies, Inc. - Common Stock",68.51,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1983,USA,美股,USA:1920294,RZLV,Rezolve AI PLC - Ordinary Shares,Rezolve AI PLC - Ordinary Shares,68.51,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1984,USA,美股,USA:2023554,SNDK,Sandisk Corporation - Common Stock When-Issued,Sandisk Corporation - Common Stock When-Issued,68.51,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1985,HONG_KONG,港股,HONG_KONG:BMG2178K1009,01038,CKI HOLDINGS,CKI HOLDINGS,68.50,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1986,HONG_KONG,港股,HONG_KONG:KYG4515L2058,02562,SYNAGISTICS,SYNAGISTICS,68.50,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1987,HONG_KONG,港股,HONG_KONG:CNE100006NB3,02563,BIOSTAR PHARM-B,BIOSTAR PHARM-B,68.50,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1988,HONG_KONG,港股,HONG_KONG:CNE100007507,06980,BAMA TEA,BAMA TEA,68.50,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1989,HONG_KONG,港股,HONG_KONG:KYG5273B1077,09939,KINTOR PHARMA-B,KINTOR PHARMA-B,68.50,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1990,USA,美股,USA:1880438,ANTX,"AN2 Therapeutics, Inc. - Common Stock","AN2 Therapeutics, Inc. - Common Stock",68.50,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
1991,USA,美股,USA:1776111,MBX,"MBX Biosciences, Inc. - Common Stock","MBX Biosciences, Inc. - Common Stock",68.50,advance_to_deep_review,triage_score>=65,,3,pending,"Use company periodic reports, exchange announcements, regulator disclosures, official IR materials, reputable institution reports, or professional research reports; aggregator profiles are discovery hints only.",Collect authoritative sources and complete a deep company review with common and special dimensions.,full_coverage_dimensional_v0.4,2026-05-14T17:52:47+00:00
